,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
31,5.4595134361,5.5357638407,5.6089533814,5.6753820113,5.7317269472,5.7760911365,5.8084879356,5.8307452307,5.8459311579,5.8575043653,5.8684437267,5.8805997792,5.8944356226,5.9092085858,5.9235171962,5.936035249,5.9462037562,5.954665738,5.9633037808,5.9748549945,5.992200566,6.0175235473,6.0515720327,6.0932431574,6.1396218926,6.1864892112,6.2291889856,6.2636456588,6.2872814922,6.2996046132,6.3023211463,6.2989444926,6.2940005626,6.2920264972,6.296606778,6.3096736426,6.3312243993,6.3594977069,6.3915343582,6.4239564898,6.4537556674,6.4788943874,6.4985905904,6.5132504887,6.5241133431,6.5327451525,6.5405471302,6.5484235328,6.5566913026,6.5652330418
32,5.455219786,5.5314701907,5.6046597313,5.6710883613,5.7274332972,5.7717974864,5.8041942856,5.8264515807,5.8416375079,5.8532107153,5.8641500767,5.8763061292,5.8901419725,5.9049149357,5.9192235462,5.9317415989,5.9419101062,5.950372088,5.9590101308,5.9705613444,5.987906916,6.0132298973,6.0472783827,6.0889495074,6.1353282426,6.1821955612,6.2248953355,6.2593520087,6.2829878422,6.2953109632,6.2980274963,6.2946508425,6.2897069126,6.2877328472,6.292313128,6.3053799926,6.3269307493,6.3552040569,6.3872407082,6.4196628398,6.4494620174,6.4746007374,6.4942969403,6.5089568387,6.5198196931,6.5284515025,6.5362534802,6.5441298828,6.5523976525,6.5609393918
33,5.4494385307,5.5256889354,5.598878476,5.665307106,5.7216520418,5.7660162311,5.7984130302,5.8206703254,5.8358562525,5.8474294599,5.8583688214,5.8705248738,5.8843607172,5.8991336804,5.9134422908,5.9259603436,5.9361288509,5.9445908327,5.9532288754,5.9647800891,5.9821256606,6.007448642,6.0414971273,6.0831682521,6.1295469872,6.1764143059,6.2191140802,6.2535707534,6.2772065869,6.2895297079,6.292246241,6.2888695872,6.2839256572,6.2819515919,6.2865318726,6.2995987373,6.321149494,6.3494228015,6.3814594529,6.4138815845,6.4436807621,6.4688194821,6.488515685,6.5031755834,6.5140384377,6.5226702472,6.5304722249,6.5383486275,6.5466163972,6.5551581365
34,5.4395085425,5.5157589471,5.5889484878,5.6553771177,5.7117220536,5.7560862429,5.788483042,5.8107403371,5.8259262643,5.8374994717,5.8484388331,5.8605948856,5.874430729,5.8892036922,5.9035123026,5.9160303554,5.9261988626,5.9346608444,5.9432988872,5.9548501009,5.9721956724,5.9975186537,6.0315671391,6.0732382638,6.119616999,6.1664843176,6.209184092,6.2436407652,6.2672765986,6.2795997196,6.2823162527,6.278939599,6.273995669,6.2720216036,6.2766018844,6.289668749,6.3112195057,6.3394928133,6.3715294646,6.4039515962,6.4337507738,6.4588894938,6.4785856968,6.4932455951,6.5041084495,6.5127402589,6.5205422366,6.5284186392,6.536686409,6.5452281482
35,5.423516078,5.4997664827,5.5729560233,5.6393846532,5.6957295891,5.7400937784,5.7724905775,5.7947478726,5.8099337998,5.8215070072,5.8324463686,5.8446024211,5.8584382645,5.8732112277,5.8875198381,5.9000378909,5.9102063981,5.9186683799,5.9273064227,5.9388576364,5.9562032079,5.9815261892,6.0155746746,6.0572457994,6.1036245345,6.1504918531,6.1931916275,6.2276483007,6.2512841342,6.2636072551,6.2663237883,6.2629471345,6.2580032045,6.2560291391,6.2606094199,6.2736762845,6.2952270412,6.3235003488,6.3555370001,6.3879591317,6.4177583093,6.4428970293,6.4625932323,6.4772531306,6.488115985,6.4967477945,6.5045497722,6.5124261748,6.5206939445,6.5292356837
36,5.4005466536,5.4767970582,5.5499865988,5.6164152288,5.6727601647,5.717124354,5.7495211531,5.7717784482,5.7869643754,5.7985375828,5.8094769442,5.8216329967,5.8354688401,5.8502418033,5.8645504137,5.8770684665,5.8872369737,5.8956989555,5.9043369983,5.915888212,5.9332337835,5.9585567648,5.9926052502,6.0342763749,6.0806551101,6.1275224287,6.170222203,6.2046788763,6.2283147097,6.2406378307,6.2433543638,6.23997771,6.2350337801,6.2330597147,6.2376399955,6.2507068601,6.2722576168,6.3005309244,6.3325675757,6.3649897073,6.3947888849,6.4199276049,6.4396238079,6.4542837062,6.4651465606,6.47377837,6.4815803477,6.4894567503,6.49772452,6.5062662593
37,5.3708059859,5.4470563905,5.5202459312,5.5866745611,5.643019497,5.6873836863,5.7197804854,5.7420377805,5.7572237077,5.7687969151,5.7797362765,5.791892329,5.8057281724,5.8205011356,5.834809746,5.8473277988,5.857496306,5.8659582878,5.8745963306,5.8861475443,5.9034931158,5.9288160971,5.9628645825,6.0045357072,6.0509144424,6.097781761,6.1404815354,6.1749382086,6.198574042,6.210897163,6.2136136962,6.2102370424,6.2052931124,6.203319047,6.2078993278,6.2209661924,6.2425169491,6.2707902567,6.302826908,6.3352490396,6.3650482172,6.3901869372,6.4098831402,6.4245430385,6.4354058929,6.4440377023,6.4518396801,6.4597160827,6.4679838524,6.4765255916
38,5.3355953048,5.4118457095,5.4850352501,5.5514638801,5.607808816,5.6521730052,5.6845698044,5.7068270995,5.7220130267,5.7335862341,5.7445255955,5.7566816479,5.7705174913,5.7852904545,5.799599065,5.8121171177,5.822285625,5.8307476068,5.8393856496,5.8509368632,5.8682824348,5.8936054161,5.9276539015,5.9693250262,6.0157037614,6.06257108,6.1052708543,6.1397275275,6.163363361,6.175686482,6.1784030151,6.1750263613,6.1700824313,6.168108366,6.1726886467,6.1857555114,6.2073062681,6.2355795757,6.267616227,6.3000383586,6.3298375362,6.3549762562,6.3746724591,6.3893323575,6.4001952118,6.4088270213,6.416628999,6.4245054016,6.4327731713,6.4413149106
39,5.2971444103,5.3733948149,5.4465843555,5.5130129855,5.5693579214,5.6137221107,5.6461189098,5.6683762049,5.6835621321,5.6951353395,5.7060747009,5.7182307534,5.7320665968,5.74683956,5.7611481704,5.7736662232,5.7838347304,5.7922967122,5.800934755,5.8124859687,5.8298315402,5.8551545215,5.8892030069,5.9308741316,5.9772528668,6.0241201854,6.0668199597,6.101276633,6.1249124664,6.1372355874,6.1399521205,6.1365754667,6.1316315368,6.1296574714,6.1342377522,6.1473046168,6.1688553735,6.1971286811,6.2291653324,6.261587464,6.2913866416,6.3165253616,6.3362215646,6.3508814629,6.3617443173,6.3703761267,6.3781781044,6.386054507,6.3943222767,6.402864016
40,5.2583234442,5.3345738488,5.4077633895,5.4741920194,5.5305369553,5.5749011446,5.6072979437,5.6295552388,5.644741166,5.6563143734,5.6672537348,5.6794097873,5.6932456307,5.7080185939,5.7223272043,5.7348452571,5.7450137643,5.7534757461,5.7621137889,5.7736650026,5.7910105741,5.8163335554,5.8503820408,5.8920531655,5.9384319007,5.9852992193,6.0279989936,6.0624556669,6.0860915003,6.0984146213,6.1011311544,6.0977545006,6.0928105707,6.0908365053,6.0954167861,6.1084836507,6.1300344074,6.158307715,6.1903443663,6.2227664979,6.2525656755,6.2777043955,6.2974005985,6.3120604968,6.3229233512,6.3315551606,6.3393571383,6.3472335409,6.3555013107,6.3640430499
41,5.2222693926,5.2985197972,5.3717093379,5.4381379678,5.4944829037,5.538847093,5.5712438921,5.5935011872,5.6086871144,5.6202603218,5.6311996832,5.6433557357,5.6571915791,5.6719645423,5.6862731527,5.6987912055,5.7089597127,5.7174216945,5.7260597373,5.737610951,5.7549565225,5.7802795038,5.8143279892,5.8559991139,5.9023778491,5.9492451677,5.9919449421,6.0264016153,6.0500374487,6.0623605697,6.0650771029,6.0617004491,6.0567565191,6.0547824537,6.0593627345,6.0724295991,6.0939803558,6.1222536634,6.1542903147,6.1867124463,6.2165116239,6.2416503439,6.2613465469,6.2760064452,6.2868692996,6.295501109,6.3033030868,6.3111794894,6.3194472591,6.3279889983
42,5.1919740266,5.2682244313,5.3414139719,5.4078426019,5.4641875377,5.508551727,5.5409485261,5.5632058213,5.5783917484,5.5899649558,5.6009043173,5.6130603697,5.6268962131,5.6416691763,5.6559777867,5.6684958395,5.6786643467,5.6871263286,5.6957643713,5.707315585,5.7246611565,5.7499841378,5.7840326232,5.825703748,5.8720824831,5.9189498018,5.9616495761,5.9961062493,6.0197420828,6.0320652038,6.0347817369,6.0314050831,6.0264611531,6.0244870877,6.0290673685,6.0421342332,6.0636849899,6.0919582974,6.1239949488,6.1564170803,6.186216258,6.2113549779,6.2310511809,6.2457110792,6.2565739336,6.2652057431,6.2730077208,6.2808841234,6.2891518931,6.2976936323
43,5.1698850625,5.2461354671,5.3193250078,5.3857536377,5.4420985736,5.4864627629,5.518859562,5.5411168571,5.5563027843,5.5678759917,5.5788153531,5.5909714056,5.604807249,5.6195802122,5.6338888226,5.6464068754,5.6565753826,5.6650373644,5.6736754072,5.6852266209,5.7025721924,5.7278951737,5.7619436591,5.8036147838,5.849993519,5.8968608376,5.939560612,5.9740172852,5.9976531186,6.0099762396,6.0126927728,6.009316119,6.004372189,6.0023981236,6.0069784044,6.020045269,6.0415960257,6.0698693333,6.1019059846,6.1343281162,6.1641272938,6.1892660138,6.2089622168,6.2236221151,6.2344849695,6.2431167789,6.2509187567,6.2587951593,6.267062929,6.2756046682
44,5.1575711464,5.233821551,5.3070110916,5.3734397216,5.4297846575,5.4741488467,5.5065456459,5.528802941,5.5439888682,5.5555620756,5.566501437,5.5786574895,5.5924933329,5.607266296,5.6215749065,5.6340929592,5.6442614665,5.6527234483,5.6613614911,5.6729127047,5.6902582763,5.7155812576,5.749629743,5.7913008677,5.8376796029,5.8845469215,5.9272466958,5.9617033691,5.9853392025,5.9976623235,6.0003788566,5.9970022028,5.9920582729,5.9900842075,5.9946644883,6.0077313529,6.0292821096,6.0575554172,6.0895920685,6.1220142001,6.1518133777,6.1769520977,6.1966483006,6.211308199,6.2221710534,6.2308028628,6.2386048405,6.2464812431,6.2547490128,6.2632907521
45,5.1554939644,5.231744369,5.3049339097,5.3713625396,5.4277074755,5.4720716648,5.5044684639,5.526725759,5.5419116862,5.5534848936,5.564424255,5.5765803075,5.5904161509,5.6051891141,5.6194977245,5.6320157773,5.6421842845,5.6506462663,5.6592843091,5.6708355228,5.6881810943,5.7135040756,5.747552561,5.7892236857,5.8356024209,5.8824697395,5.9251695139,5.9596261871,5.9832620205,5.9955851415,5.9983016746,5.9949250209,5.9899810909,5.9880070255,5.9925873063,6.0056541709,6.0272049276,6.0554782352,6.0875148865,6.1199370181,6.1497361957,6.1748749157,6.1945711187,6.209231017,6.2200938714,6.2287256808,6.2365276585,6.2444040611,6.2526718309,6.2612135701
46,5.1629181756,5.2391685803,5.3123581209,5.3787867509,5.4351316867,5.479495876,5.5118926751,5.5341499703,5.5493358974,5.5609091048,5.5718484663,5.5840045187,5.5978403621,5.6126133253,5.6269219357,5.6394399885,5.6496084958,5.6580704776,5.6667085203,5.678259734,5.6956053055,5.7209282869,5.7549767722,5.796647897,5.8430266321,5.8898939508,5.9325937251,5.9670503983,5.9906862318,6.0030093528,6.0057258859,6.0023492321,5.9974053021,5.9954312367,6.0000115175,6.0130783822,6.0346291389,6.0629024464,6.0949390978,6.1273612294,6.157160407,6.182299127,6.2019953299,6.2166552283,6.2275180826,6.2361498921,6.2439518698,6.2518282724,6.2600960421,6.2686377814
47,5.1779734249,5.2542238296,5.3274133702,5.3938420002,5.450186936,5.4945511253,5.5269479244,5.5492052196,5.5643911467,5.5759643541,5.5869037156,5.599059768,5.6128956114,5.6276685746,5.641977185,5.6544952378,5.664663745,5.6731257269,5.6817637696,5.6933149833,5.7106605548,5.7359835361,5.7700320215,5.8117031463,5.8580818814,5.9049492001,5.9476489744,5.9821056476,6.0057414811,6.0180646021,6.0207811352,6.0174044814,6.0124605514,6.010486486,6.0150667668,6.0281336315,6.0496843882,6.0779576957,6.1099943471,6.1424164786,6.1722156563,6.1973543762,6.2170505792,6.2317104775,6.2425733319,6.2512051414,6.2590071191,6.2668835217,6.2751512914,6.2836930306
48,5.197864331,5.2741147357,5.3473042763,5.4137329063,5.4700778421,5.5144420314,5.5468388305,5.5690961257,5.5842820528,5.5958552602,5.6067946217,5.6189506741,5.6327865175,5.6475594807,5.6618680911,5.6743861439,5.6845546512,5.693016633,5.7016546757,5.7132058894,5.7305514609,5.7558744422,5.7899229276,5.8315940524,5.8779727875,5.9248401062,5.9675398805,6.0019965537,6.0256323872,6.0379555082,6.0406720413,6.0372953875,6.0323514575,6.0303773921,6.0349576729,6.0480245376,6.0695752943,6.0978486018,6.1298852532,6.1623073847,6.1921065624,6.2172452824,6.2369414853,6.2516013836,6.262464238,6.2710960475,6.2788980252,6.2867744278,6.2950421975,6.3035839368
49,5.2192062202,5.2954566249,5.3686461655,5.4350747955,5.4914197313,5.5357839206,5.5681807198,5.5904380149,5.605623942,5.6171971494,5.6281365109,5.6402925633,5.6541284067,5.6689013699,5.6832099803,5.6957280331,5.7058965404,5.7143585222,5.722996565,5.7345477786,5.7518933501,5.7772163315,5.8112648169,5.8529359416,5.8993146768,5.9461819954,5.9888817697,6.0233384429,6.0469742764,6.0592973974,6.0620139305,6.0586372767,6.0536933467,6.0517192814,6.0562995621,6.0693664268,6.0909171835,6.119190491,6.1512271424,6.183649274,6.2134484516,6.2385871716,6.2582833745,6.2729432729,6.2838061272,6.2924379367,6.3002399144,6.308116317,6.3163840867,6.324925826
50,5.2384486297,5.3146990344,5.387888575,5.454317205,5.5106621409,5.5550263301,5.5874231293,5.6096804244,5.6248663516,5.636439559,5.6473789204,5.6595349729,5.6733708162,5.6881437794,5.7024523899,5.7149704426,5.7251389499,5.7336009317,5.7422389745,5.7537901881,5.7711357597,5.796458741,5.8305072264,5.8721783511,5.9185570863,5.9654244049,6.0081241792,6.0425808524,6.0662166859,6.0785398069,6.08125634,6.0778796862,6.0729357563,6.0709616909,6.0755419717,6.0886088363,6.110159593,6.1384329006,6.1704695519,6.2028916835,6.2326908611,6.2578295811,6.277525784,6.2921856824,6.3030485368,6.3116803462,6.3194823239,6.3273587265,6.3356264962,6.3441682355
51,5.2523371253,5.3285875299,5.4017770706,5.4682057005,5.5245506364,5.5689148257,5.6013116248,5.6235689199,5.6387548471,5.6503280545,5.6612674159,5.6734234684,5.6872593118,5.702032275,5.7163408854,5.7288589382,5.7390274454,5.7474894272,5.75612747,5.7676786837,5.7850242552,5.8103472365,5.8443957219,5.8860668466,5.9324455818,5.9793129004,6.0220126748,6.056469348,6.0801051814,6.0924283024,6.0951448355,6.0917681818,6.0868242518,6.0848501864,6.0894304672,6.1024973318,6.1240480885,6.1523213961,6.1843580474,6.216780179,6.2465793566,6.2717180766,6.2914142796,6.3060741779,6.3169370323,6.3255688417,6.3333708194,6.341247222,6.3495149918,6.358056731
52,5.2583581685,5.3346085731,5.4077981138,5.4742267437,5.5305716796,5.5749358689,5.607332668,5.6295899631,5.6447758903,5.6563490977,5.6672884591,5.6794445116,5.693280355,5.7080533182,5.7223619286,5.7348799814,5.7450484886,5.7535104704,5.7621485132,5.7736997269,5.7910452984,5.8163682797,5.8504167651,5.8920878898,5.938466625,5.9853339436,6.028033718,6.0624903912,6.0861262246,6.0984493456,6.1011658788,6.097789225,6.092845295,6.0908712296,6.0954515104,6.108518375,6.1300691317,6.1583424393,6.1903790906,6.2228012222,6.2526003998,6.2777391198,6.2974353228,6.3120952211,6.3229580755,6.3315898849,6.3393918627,6.3472682653,6.355536035,6.3640777742
53,5.2551123927,5.3313627974,5.404552338,5.470980968,5.5273259039,5.5716900931,5.6040868923,5.6263441874,5.6415301146,5.653103322,5.6640426834,5.6761987358,5.6900345792,5.7048075424,5.7191161529,5.7316342056,5.7418027129,5.7502646947,5.7589027375,5.7704539511,5.7877995227,5.813122504,5.8471709894,5.8888421141,5.9352208493,5.9820881679,6.0247879422,6.0592446154,6.0828804489,6.0952035699,6.097920103,6.0945434492,6.0895995193,6.0876254539,6.0922057346,6.1052725993,6.126823356,6.1550966636,6.1871333149,6.2195554465,6.2493546241,6.2744933441,6.294189547,6.3088494454,6.3197122998,6.3283441092,6.3361460869,6.3440224895,6.3522902592,6.3608319985
54,5.2425687213,5.318819126,5.3920086666,5.4584372966,5.5147822324,5.5591464217,5.5915432208,5.613800516,5.6289864431,5.6405596505,5.651499012,5.6636550644,5.6774909078,5.692263871,5.7065724814,5.7190905342,5.7292590415,5.7377210233,5.746359066,5.7579102797,5.7752558512,5.8005788325,5.8346273179,5.8762984427,5.9226771778,5.9695444965,6.0122442708,6.046700944,6.0703367775,6.0826598985,6.0853764316,6.0819997778,6.0770558478,6.0750817824,6.0796620632,6.0927289279,6.1142796846,6.1425529921,6.1745896435,6.207011775,6.2368109527,6.2619496727,6.2816458756,6.2963057739,6.3071686283,6.3158004378,6.3236024155,6.3314788181,6.3397465878,6.3482883271
55,5.2221645659,5.2984149706,5.3716045112,5.4380331412,5.494378077,5.5387422663,5.5711390655,5.5933963606,5.6085822878,5.6201554952,5.6310948566,5.643250909,5.6570867524,5.6718597156,5.6861683261,5.6986863788,5.7088548861,5.7173168679,5.7259549107,5.7375061243,5.7548516958,5.7801746772,5.8142231626,5.8558942873,5.9022730225,5.9491403411,5.9918401154,6.0262967886,6.0499326221,6.0622557431,6.0649722762,6.0615956224,6.0566516924,6.0546776271,6.0592579078,6.0723247725,6.0938755292,6.1221488368,6.1541854881,6.1866076197,6.2164067973,6.2415455173,6.2612417202,6.2759016186,6.2867644729,6.2953962824,6.3031982601,6.3110746627,6.3193424324,6.3278841717
56,5.1967344797,5.2729848844,5.346174425,5.4126030549,5.4689479908,5.5133121801,5.5457089792,5.5679662743,5.5831522015,5.5947254089,5.6056647703,5.6178208228,5.6316566662,5.6464296294,5.6607382398,5.6732562926,5.6834247998,5.6918867817,5.7005248244,5.7120760381,5.7294216096,5.7547445909,5.7887930763,5.8304642011,5.8768429362,5.9237102548,5.9664100292,6.0008667024,6.0245025359,6.0368256568,6.03954219,6.0361655362,6.0312216062,6.0292475408,6.0338278216,6.0468946862,6.0684454429,6.0967187505,6.1287554019,6.1611775334,6.1909767111,6.216115431,6.235811634,6.2504715323,6.2613343867,6.2699661962,6.2777681739,6.2856445765,6.2939123462,6.3024540854
57,5.1702691927,5.2465195974,5.319709138,5.386137768,5.4424827039,5.4868468931,5.5192436923,5.5415009874,5.5566869146,5.568260122,5.5791994834,5.5913555358,5.6051913792,5.6199643424,5.6342729529,5.6467910056,5.6569595129,5.6654214947,5.6740595375,5.6856107511,5.7029563227,5.728279304,5.7623277894,5.8039989141,5.8503776493,5.8972449679,5.9399447422,5.9744014154,5.9980372489,6.0103603699,6.013076903,6.0097002492,6.0047563193,6.0027822539,6.0073625346,6.0204293993,6.041980156,6.0702534636,6.1022901149,6.1347122465,6.1645114241,6.1896501441,6.209346347,6.2240062454,6.2348690997,6.2435009092,6.2513028869,6.2591792895,6.2674470592,6.2759887985
58,5.1475267193,5.223777124,5.2969666646,5.3633952945,5.4197402304,5.4641044197,5.4965012188,5.5187585139,5.5339444411,5.5455176485,5.5564570099,5.5686130624,5.5824489058,5.597221869,5.6115304794,5.6240485322,5.6342170394,5.6426790212,5.651317064,5.6628682777,5.6802138492,5.7055368305,5.7395853159,5.7812564407,5.8276351758,5.8745024944,5.9172022688,5.951658942,5.9752947755,5.9876178964,5.9903344296,5.9869577758,5.9820138458,5.9800397804,5.9846200612,5.9976869258,6.0192376825,6.0475109901,6.0795476414,6.111969773,6.1417689506,6.1669076706,6.1866038736,6.2012637719,6.2121266263,6.2207584358,6.2285604135,6.2364368161,6.2447045858,6.253246325
59,5.1335349203,5.2097853249,5.2829748655,5.3494034955,5.4057484314,5.4501126207,5.4825094198,5.5047667149,5.5199526421,5.5315258495,5.5424652109,5.5546212634,5.5684571068,5.58323007,5.5975386804,5.6100567332,5.6202252404,5.6286872222,5.637325265,5.6488764787,5.6662220502,5.6915450315,5.7255935169,5.7672646416,5.8136433768,5.8605106954,5.9032104697,5.937667143,5.9613029764,5.9736260974,5.9763426305,5.9729659767,5.9680220468,5.9660479814,5.9706282622,5.9836951268,6.0052458835,6.0335191911,6.0655558424,6.097977974,6.1277771516,6.1529158716,6.1726120746,6.1872719729,6.1981348273,6.2067666367,6.2145686144,6.222445017,6.2307127867,6.239254526
60,5.1330384769,5.2092888816,5.2824784222,5.3489070522,5.405251988,5.4496161773,5.4820129764,5.5042702716,5.5194561987,5.5310294061,5.5419687676,5.55412482,5.5679606634,5.5827336266,5.597042237,5.6095602898,5.6197287971,5.6281907789,5.6368288216,5.6483800353,5.6657256068,5.6910485882,5.7250970735,5.7667681983,5.8131469334,5.8600142521,5.9027140264,5.9371706996,5.9608065331,5.9731296541,5.9758461872,5.9724695334,5.9675256034,5.965551538,5.9701318188,5.9831986835,6.0047494402,6.0330227477,6.0650593991,6.0974815307,6.1272807083,6.1524194283,6.1721156312,6.1867755296,6.1976383839,6.2062701934,6.2140721711,6.2219485737,6.2302163434,6.2387580827
61,5.149951056,5.2262014607,5.2993910013,5.3658196313,5.4221645671,5.4665287564,5.4989255555,5.5211828507,5.5363687778,5.5479419852,5.5588813467,5.5710373991,5.5848732425,5.5996462057,5.6139548161,5.6264728689,5.6366413762,5.645103358,5.6537414007,5.6652926144,5.6826381859,5.7079611673,5.7420096526,5.7836807774,5.8300595125,5.8769268312,5.9196266055,5.9540832787,5.9777191122,5.9900422332,5.9927587663,5.9893821125,5.9844381825,5.9824641171,5.9870443979,6.0001112626,6.0216620193,6.0499353268,6.0819719782,6.1143941098,6.1441932874,6.1693320074,6.1890282103,6.2036881086,6.214550963,6.2231827725,6.2309847502,6.2388611528,6.2471289225,6.2556706618
62,5.1868745373,5.263124942,5.3363144826,5.4027431126,5.4590880484,5.5034522377,5.5358490368,5.558106332,5.5732922591,5.5848654665,5.595804828,5.6079608804,5.6217967238,5.636569687,5.6508782974,5.6633963502,5.6735648575,5.6820268393,5.690664882,5.7022160957,5.7195616672,5.7448846485,5.7789331339,5.8206042587,5.8669829938,5.9138503125,5.9565500868,5.99100676,6.0146425935,6.0269657145,6.0296822476,6.0263055938,6.0213616638,6.0193875984,6.0239678792,6.0370347439,6.0585855006,6.0868588081,6.1188954595,6.151317591,6.1811167687,6.2062554887,6.2259516916,6.2406115899,6.2514744443,6.2601062538,6.2679082315,6.2757846341,6.2840524038,6.2925941431
63,5.2447412884,5.3209916931,5.3941812337,5.4606098637,5.5169547995,5.5613189888,5.593715788,5.6159730831,5.6311590103,5.6427322177,5.6536715791,5.6658276315,5.6796634749,5.6944364381,5.7087450486,5.7212631013,5.7314316086,5.7398935904,5.7485316332,5.7600828468,5.7774284184,5.8027513997,5.8367998851,5.8784710098,5.924849745,5.9717170636,6.0144168379,6.0488735111,6.0725093446,6.0848324656,6.0875489987,6.0841723449,6.0792284149,6.0772543496,6.0818346303,6.094901495,6.1164522517,6.1447255593,6.1767622106,6.2091843422,6.2389835198,6.2641222398,6.2838184427,6.2984783411,6.3093411954,6.3179730049,6.3257749826,6.3336513852,6.3419191549,6.3504608942
64,5.3226231532,5.3988735579,5.4720630985,5.5384917285,5.5948366643,5.6392008536,5.6715976527,5.6938549479,5.709040875,5.7206140824,5.7315534439,5.7437094963,5.7575453397,5.7723183029,5.7866269133,5.7991449661,5.8093134734,5.8177754552,5.8264134979,5.8379647116,5.8553102831,5.8806332644,5.9146817498,5.9563528746,6.0027316097,6.0495989284,6.0922987027,6.1267553759,6.1503912094,6.1627143304,6.1654308635,6.1620542097,6.1571102797,6.1551362143,6.1597164951,6.1727833598,6.1943341165,6.222607424,6.2546440754,6.2870662069,6.3168653846,6.3420041046,6.3617003075,6.3763602058,6.3872230602,6.3958548697,6.4036568474,6.41153325,6.4198010197,6.428342759
65,5.41773334,5.4939837447,5.5671732853,5.6336019153,5.6899468512,5.7343110404,5.7667078396,5.7889651347,5.8041510619,5.8157242693,5.8266636307,5.8388196832,5.8526555265,5.8674284897,5.8817371002,5.8942551529,5.9044236602,5.912885642,5.9215236848,5.9330748984,5.95042047,5.9757434513,6.0097919367,6.0514630614,6.0978417966,6.1447091152,6.1874088895,6.2218655627,6.2455013962,6.2578245172,6.2605410503,6.2571643965,6.2522204666,6.2502464012,6.254826682,6.2678935466,6.2894443033,6.3177176109,6.3497542622,6.3821763938,6.4119755714,6.4371142914,6.4568104943,6.4714703927,6.4823332471,6.4909650565,6.4987670342,6.5066434368,6.5149112065,6.5234529458
66,5.5256266238,5.6018770285,5.6750665691,5.7414951991,5.797840135,5.8422043242,5.8746011234,5.8968584185,5.9120443457,5.9236175531,5.9345569145,5.9467129669,5.9605488103,5.9753217735,5.989630384,6.0021484367,6.012316944,6.0207789258,6.0294169686,6.0409681822,6.0583137538,6.0836367351,6.1176852205,6.1593563452,6.2057350804,6.252602399,6.2953021733,6.3297588465,6.35339468,6.365717801,6.3684343341,6.3650576803,6.3601137504,6.358139685,6.3627199657,6.3757868304,6.3973375871,6.4256108947,6.457647546,6.4900696776,6.5198688552,6.5450075752,6.5647037781,6.5793636765,6.5902265308,6.5988583403,6.606660318,6.6145367206,6.6228044903,6.6313462296
67,5.6405814635,5.7168318682,5.7900214088,5.8564500388,5.9127949746,5.9571591639,5.989555963,6.0118132582,6.0269991853,6.0385723927,6.0495117542,6.0616678066,6.07550365,6.0902766132,6.1045852236,6.1171032764,6.1272717837,6.1357337655,6.1443718082,6.1559230219,6.1732685934,6.1985915747,6.2326400601,6.2743111849,6.32068992,6.3675572387,6.410257013,6.4447136862,6.4683495197,6.4806726407,6.4833891738,6.48001252,6.47506859,6.4730945246,6.4776748054,6.4907416701,6.5122924268,6.5405657343,6.5726023857,6.6050245172,6.6348236949,6.6599624149,6.6796586178,6.6943185161,6.7051813705,6.71381318,6.7216151577,6.7294915603,6.73775933,6.7463010693
68,5.7561271846,5.8323775893,5.9055671299,5.9719957599,6.0283406958,6.072704885,6.1051016842,6.1273589793,6.1425449065,6.1541181139,6.1650574753,6.1772135278,6.1910493711,6.2058223343,6.2201309448,6.2326489975,6.2428175048,6.2512794866,6.2599175294,6.271468743,6.2888143146,6.3141372959,6.3481857813,6.389856906,6.4362356412,6.4831029598,6.5258027341,6.5602594073,6.5838952408,6.5962183618,6.5989348949,6.5955582411,6.5906143112,6.5886402458,6.5932205266,6.6062873912,6.6278381479,6.6561114555,6.6881481068,6.7205702384,6.750369416,6.775508136,6.7952043389,6.8098642373,6.8207270917,6.8293589011,6.8371608788,6.8450372814,6.8533050511,6.8618467904
69,5.8656625507,5.9419129554,6.015102496,6.0815311259,6.1378760618,6.1822402511,6.2146370502,6.2368943453,6.2520802725,6.2636534799,6.2745928413,6.2867488938,6.3005847372,6.3153577004,6.3296663108,6.3421843636,6.3523528708,6.3608148527,6.3694528954,6.3810041091,6.3983496806,6.4236726619,6.4577211473,6.4993922721,6.5457710072,6.5926383258,6.6353381002,6.6697947734,6.6934306069,6.7057537278,6.708470261,6.7050936072,6.7001496772,6.6981756118,6.7027558926,6.7158227572,6.7373735139,6.7656468215,6.7976834729,6.8301056044,6.859904782,6.885043502,6.904739705,6.9193996033,6.9302624577,6.9388942672,6.9466962449,6.9545726475,6.9628404172,6.9713821564
